,param_initialization,optimizer,qaoa_variant,warm_start,backend_mode,depth,lagrangian_multiplier,amount_shots,max_tol,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
64,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.24927401542663574,50,"[np.float64(-0.02487339719270082), np.float64(1.1920180310570352), np.float64(-0.8945463241036304), np.float64(0.526055969852792), np.float64(-0.5683387630908341), np.float64(0.8795723533919173), np.float64(0.5228036947027931), np.float64(0.363277230230113), np.float64(-0.19116630786475164), np.float64(-0.38005388558607445), np.float64(0.7098052695490485), np.float64(0.2666245503720571), np.float64(0.8395564261584249), np.float64(0.22844919767091615), np.float64(0.29862421137184136), np.float64(2.155942721448964), np.float64(-0.2584382514894249), np.float64(0.6465270848084933), np.float64(0.05252321482091621), np.float64(0.09687299860998543), np.float64(-0.7007513126898757), np.float64(-0.5373072525072359), np.float64(0.11527648004723993), np.float64(-0.26860440549222764), np.float64(-0.18219312626629505), np.float64(0.455665349882572), np.float64(-0.08233268849892655), np.float64(0.310976273255976), np.float64(-0.9025090017373537), np.float64(0.31656749664725775), np.float64(0.4788514666364721), np.float64(-0.1838466064607558), np.float64(0.21629841783490608), np.float64(-0.7524340645523885), np.float64(-0.2104435722618218), np.float64(0.10337559403078024), np.float64(1.9065150991984194), np.float64(0.4616031865064456), np.float64(1.7929891424973379), np.float64(0.5008731553518642), np.float64(-0.5686272965858146), np.float64(0.34588168273450215), np.float64(0.41909975329843574), np.float64(-0.44861537375649296), np.float64(-0.23831231285850565), np.float64(1.6048811981868432), np.float64(-0.2536246477790069), np.float64(0.053972745476040654), np.float64(0.22111493502812646), np.float64(0.6748484995182467)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[3.2232644  0.22649738 1.81114144 1.76650018],0.06515780395332392
65,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.2565121650695801,50,"[np.float64(-0.4910295475218589), np.float64(0.31024032834253035), np.float64(1.2012358922348614), np.float64(0.40924809193192135), np.float64(0.1361269265094698), np.float64(-0.11576238225013197), np.float64(-0.6854295707681244), np.float64(1.0414051018507866), np.float64(0.0030404582538746533), np.float64(-0.03080368914434313), np.float64(1.4240699820225124), np.float64(-0.06875742092327665), np.float64(1.3295340606617816), np.float64(-0.13911052800709628), np.float64(1.1563756463420487), np.float64(0.059049000870901605), np.float64(0.20865654822766566), np.float64(-0.41917948768385643), np.float64(2.3620937277931118), np.float64(-0.629347443140766), np.float64(0.5289147304274621), np.float64(0.15084634393073104), np.float64(-1.1407495118583673), np.float64(0.054051842456245267), np.float64(-1.0335219140195488), np.float64(1.6418424705194599), np.float64(2.5312702181624367), np.float64(0.05886201170826517), np.float64(0.33090907117152646), np.float64(0.09429803383909535), np.float64(-0.7802721875252665), np.float64(0.027378079292386934), np.float64(-0.5532739898898025), np.float64(0.6449093933700155), np.float64(1.8180654928722488), np.float64(0.0012226210211695974), np.float64(0.2039163914905136), np.float64(0.30487697276648157), np.float64(-1.2265332780873772), np.float64(0.4671627145644834), np.float64(0.05419800915288695), np.float64(-1.2573706855378268), np.float64(-0.10892952132375863), np.float64(0.04363712747496602), np.float64(0.7840868846129257), np.float64(0.37606448938356163), np.float64(-0.019871653772019757), np.float64(-0.6204462464705135), np.float64(-0.4938103385792665), np.float64(2.165140757645044)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.59893976 0.83604711 2.38856585 0.91118744],0.0023486885873103365
66,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<Dv[,0.3475961685180664,50,"[np.float64(0.09357597694906966), np.float64(-0.5897259580471825), np.float64(-0.7900044438887726), np.float64(1.0185561823404756), np.float64(4.07712813809226), np.float64(3.7561552464045365), np.float64(1.5805264128758387), np.float64(1.1218564600686436), np.float64(2.6934556682243223), np.float64(-0.6672590528269254), np.float64(-0.2339789623780166), np.float64(-0.483434606665313), np.float64(-0.42098391982066474), np.float64(-0.005102615816899376), np.float64(0.021592756493422946), np.float64(0.7907633911822476), np.float64(-1.2663384315694595), np.float64(-0.5360666400714363), np.float64(3.6911111190534767), np.float64(0.38391737138175036), np.float64(0.014929649542063855), np.float64(0.30366366221088587), np.float64(-0.4082096071490182), np.float64(3.20571283424953), np.float64(-0.40775614798097537), np.float64(-0.8233916786062037), np.float64(-0.9410687587408986), np.float64(0.0861591145503273), np.float64(-0.2465959740139596), np.float64(2.59383854095164), np.float64(0.6499476829084968), np.float64(0.2286462339618846), np.float64(-0.19665552951297133), np.float64(-0.6875137571565761), np.float64(-1.5159359306189213), np.float64(-1.3836151146613926), np.float64(0.2411561931218616), np.float64(0.6629346941445974), np.float64(1.8501759199045824), np.float64(0.5147318815024973), np.float64(2.593227223666054), np.float64(0.10157636462896623), np.float64(0.09740421036560867), np.float64(1.283942493835574), np.float64(0.08535378530927275), np.float64(1.591998823853257), np.float64(-0.8736409057972283), np.float64(-0.25504813513845515), np.float64(0.0076996252589017974), np.float64(-0.096162931641973)]","[1, 1, 1, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.85505522 2.65632141 0.42378547 2.67026149],0.0009703137851764748
67,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.21719074249267578,50,"[np.float64(0.07815287683835914), np.float64(-0.03413093897662576), np.float64(-0.6643730774876588), np.float64(0.1066107522338747), np.float64(0.41492776405039555), np.float64(0.872789873081234), np.float64(0.24215190396787775), np.float64(-0.3609920012662014), np.float64(-1.0691849493493986), np.float64(0.4845868868866675), np.float64(0.08372053755545664), np.float64(-0.40734810852703796), np.float64(-0.9933416684535266), np.float64(0.13726728536676935), np.float64(-0.7738016641693322), np.float64(0.5760000476083411), np.float64(-0.4771796033229518), np.float64(0.07324998803000171), np.float64(1.8532470219640458), np.float64(0.9440055354485722), np.float64(-0.5317707108428952), np.float64(-0.006575639111140369), np.float64(-0.07206023412179582), np.float64(-0.763811361057685), np.float64(0.9134423256982844), np.float64(-0.020048911971881397), np.float64(0.47081613701299296), np.float64(-1.3753971590140308), np.float64(-0.1681780815390651), np.float64(-0.06726462993283956), np.float64(-0.5248738437131508), np.float64(-0.803111797085892), np.float64(-0.9303786334964105), np.float64(0.4624160057956945), np.float64(-1.1843696371912316), np.float64(-0.27443052223364073), np.float64(-0.4142269874406259), np.float64(-0.27348364405320724), np.float64(-0.3632912181865804), np.float64(0.11736647643794085), np.float64(0.3251581637945673), np.float64(-0.1321409952671231), np.float64(1.782071936203621), np.float64(-0.06737608404950508), np.float64(-0.4917026593035925), np.float64(-0.6653261810710949), np.float64(0.09526498606068554), np.float64(-1.0296535806551832), np.float64(0.03086395999761929), np.float64(0.44321648269477365)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[3.47012572 0.24886124 3.89000166 1.10586343],0.2569897436989469
68,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.28478527069091797,50,"[np.float64(-0.563051738856542), np.float64(-0.4617315414244132), np.float64(-0.12191270069669273), np.float64(0.24347976521990378), np.float64(1.3404338361924266), np.float64(-0.8412782663074307), np.float64(0.33467975331920746), np.float64(0.13381222027875972), np.float64(0.10323243469808677), np.float64(-0.6182556570724742), np.float64(-1.3262643206238585), np.float64(-1.6617834329904813), np.float64(0.08221998279115075), np.float64(3.3928498346363276), np.float64(0.21619726453371524), np.float64(0.05905110343299163), np.float64(-1.1024127888555886), np.float64(1.6504321355553622), np.float64(1.1209269056682931), np.float64(0.07489102754833257), np.float64(0.4181845516888322), np.float64(-0.7737580659917216), np.float64(0.3492306786204866), np.float64(-0.048462284860489854), np.float64(0.6285382859303161), np.float64(0.3444747608810068), np.float64(0.647702310917677), np.float64(-1.0552284849705171), np.float64(1.7801737711498655), np.float64(0.6005153885372329), np.float64(1.652885974236546), np.float64(0.720154005986601), np.float64(0.29133555835221764), np.float64(0.5685398803243862), np.float64(-0.6199285926566268), np.float64(2.0601259775769933), np.float64(0.8255120947969282), np.float64(0.12455373500217495), np.float64(2.071066722501792), np.float64(1.2099152009865595), np.float64(0.12810524415243915), np.float64(0.3111801015316223), np.float64(2.166003363302823), np.float64(0.08532852513441508), np.float64(-0.7986261008975384), np.float64(-1.0150651651328537), np.float64(-0.7932392539090621), np.float64(-0.13687831249147836), np.float64(3.3026388749352975), np.float64(0.04278720588579278)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[0.34604966 2.9099392  5.63625629 1.55357663],0.6137370876883564
69,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<Dv[,0.27219700813293457,50,"[np.float64(-1.718212127755604), np.float64(-0.14333756466143915), np.float64(-0.28667529863879826), np.float64(0.042176697724793405), np.float64(-1.8379520293712224), np.float64(-1.0706677360264523), np.float64(-1.4545246971770305), np.float64(5.617014357702232), np.float64(-0.10604455052556179), np.float64(0.2121261270713579), np.float64(-1.8509717001067663), np.float64(2.0555771362290165), np.float64(0.20842778397169837), np.float64(1.5597231512764058), np.float64(0.32344625689712225), np.float64(0.39805491326302656), np.float64(-0.5112705358829515), np.float64(2.701150732338889), np.float64(-0.604296758823637), np.float64(1.142051015765706), np.float64(-1.6290513127007291), np.float64(3.201703364823718), np.float64(-0.49328995788120084), np.float64(1.439939294051863), np.float64(-0.7786939938573895), np.float64(0.36145837688556737), np.float64(-1.2629801409241455), np.float64(0.5195268952856816), np.float64(0.29492481288392036), np.float64(1.2778373237948744), np.float64(-1.4441081188862317), np.float64(1.101235148751271), np.float64(0.9511262834124123), np.float64(1.121832492165494), np.float64(1.3747457553816094), np.float64(0.4597343275944485), np.float64(1.0379888288619261), np.float64(-1.0009291883300473), np.float64(-0.6039387836366832), np.float64(0.3433873730323946), np.float64(-0.11196725881265122), np.float64(0.05579099107085872), np.float64(0.3468684672516647), np.float64(-0.18601566184294394), np.float64(0.19079213094793765), np.float64(-0.39379352545880464), np.float64(0.9472297978838379), np.float64(0.4489104367872832), np.float64(-0.02857745553950522), np.float64(5.119223262324459)]","[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.83250138 0.3566428  3.01863581 2.84450807],0.2271371712902594
70,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DxK,1.0217564105987549,50,"[np.float64(0.9484563443358783), np.float64(-0.6254352765594465), np.float64(0.1062739386988029), np.float64(-0.45274806450110133), np.float64(-0.4976970257265073), np.float64(-0.2510550943127985), np.float64(0.05704510155841992), np.float64(-0.2535395551944649), np.float64(-0.9076270822154962), np.float64(-0.06228585098481304), np.float64(0.5201503465758442), np.float64(0.45355275264527173), np.float64(0.7678476001966844), np.float64(-0.6453588407648251), np.float64(0.8214209095434118), np.float64(-0.32101920748447377), np.float64(0.8238796357331726), np.float64(-0.35041677384526976), np.float64(0.7846770668462081), np.float64(-0.24665015820710126), np.float64(0.6434679204462002), np.float64(1.4117914262976252), np.float64(0.5426729591843507), np.float64(-0.27869655210414535), np.float64(-0.13154696993000395), np.float64(0.31572010307435405), np.float64(0.8468220536063884), np.float64(0.34647274197810546), np.float64(-0.519463272638286), np.float64(-0.16288420664510248), np.float64(0.8575853138223436), np.float64(0.7441820471100112), np.float64(0.059855310963826056), np.float64(1.6193392383604215), np.float64(-0.04197086985208029), np.float64(0.7131019892066006), np.float64(-0.008219309529448715), np.float64(-0.2503628444127722), np.float64(-0.4791176539090107), np.float64(0.3181865001759673), np.float64(1.1134809517719806), np.float64(0.07245555253549854), np.float64(1.9046887812553241), np.float64(1.3357407755724635), np.float64(0.41939632129847354), np.float64(-0.4230878084237377), np.float64(0.4692018717075786), np.float64(-0.37667061833827176), np.float64(0.21024357165241928), np.float64(0.21830699067538856)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[0.09824474 0.01416698 1.60690569 1.98188357 5.92599667 1.22218002
 6.24824913 2.20388016 2.27410441 0.33606692 6.19898775 2.07368231
 5.11460839 2.43106424 4.31335424 0.20781231 3.02502832 3.12322904
 5.98896504 0.11365644]",0.04307918168260922
71,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<Dv[,1.3563973903656006,50,"[np.float64(-0.4150079050598311), np.float64(1.3150268361965451), np.float64(-0.04693452414189564), np.float64(-0.07802043338718725), np.float64(0.9725578309136333), np.float64(-0.08993547894217734), np.float64(1.0282929953424897), np.float64(-1.2052213506767384), np.float64(0.7214601669471397), np.float64(0.0377453314975123), np.float64(-1.4962039761360086), np.float64(2.652355042845153), np.float64(0.962948978708969), np.float64(-0.1203310457598433), np.float64(0.7612200318311199), np.float64(0.2322533189147893), np.float64(-0.540286455507589), np.float64(0.06420118138294972), np.float64(-0.6451967910161087), np.float64(-0.5544210923785078), np.float64(-0.3473638956429463), np.float64(2.201809346546236), np.float64(0.27611961252191375), np.float64(0.6639575837003456), np.float64(0.8085939551563835), np.float64(1.3205389203912765), np.float64(-0.9268097778186035), np.float64(1.094965499404541), np.float64(-0.7845317553254105), np.float64(-1.4187476255637081), np.float64(1.6572151437090543), np.float64(1.1844410587518452), np.float64(0.060493666302372635), np.float64(-0.8812560825024001), np.float64(-0.05805300667306716), np.float64(0.4082401843736753), np.float64(-0.6898459410338522), np.float64(1.5084862145668905), np.float64(-1.417242267079295), np.float64(3.2598981835683283), np.float64(1.3432527181013092), np.float64(-0.23639829447029692), np.float64(1.1292859703709324), np.float64(-0.6453603463843793), np.float64(-0.08266279651916443), np.float64(-0.4531573070470012), np.float64(-0.13634984383272614), np.float64(-0.689446415421739), np.float64(1.6633247357567693), np.float64(1.89381445822193)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[0.63221409 2.39418446 4.7779733  0.70186009 6.24102227 0.17137606
 2.44797556 1.28818379 1.20897897 2.58060582 2.79611994 0.49854658
 2.23432363 1.24557994 4.67806386 2.4359242  5.87976125 1.72352261
 1.36368181 1.48763606]",0.16567617859471767
72,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DbS,0.8390071392059326,50,"[np.float64(0.5662551044845558), np.float64(0.03351669800590448), np.float64(0.12873365896117978), np.float64(0.5657230186928505), np.float64(-0.34823070544595436), np.float64(-0.3573041679169251), np.float64(-0.019815160226632572), np.float64(0.80968560826791), np.float64(0.6617552736568344), np.float64(-0.28519003536550724), np.float64(0.03780273994552345), np.float64(0.6505094007483528), np.float64(-0.5659066972695237), np.float64(0.03666925680880284), np.float64(0.3651871858027798), np.float64(0.704166234243955), np.float64(1.9050719718652014), np.float64(-0.2009206426887204), np.float64(-0.4433972163619736), np.float64(0.2464182258275765), np.float64(-0.4546874780766596), np.float64(0.9069263389813443), np.float64(0.4449783572682029), np.float64(-0.31628426275754107), np.float64(-0.3029494338919027), np.float64(0.27175626139280507), np.float64(-0.13666277213969188), np.float64(-0.04210402913685683), np.float64(-0.2714690370486036), np.float64(0.07255022766053985), np.float64(0.30708930623664565), np.float64(-0.2921405854798055), np.float64(-0.6163284188826066), np.float64(0.21566022141596303), np.float64(-0.2623764566276017), np.float64(0.8255376888589687), np.float64(0.3645409858067163), np.float64(-0.24170861099777866), np.float64(0.1899725173577187), np.float64(0.0053686489762989065), np.float64(-0.3776904064361791), np.float64(0.6129638106378341), np.float64(-0.7437528558990312), np.float64(-0.15185740456664026), np.float64(0.10990748711468477), np.float64(0.2220760684914716), np.float64(-0.49857377612708165), np.float64(0.6738842937502408), np.float64(0.010967722158100573), np.float64(0.21256544544053887)]","[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.52939368 2.05726369 5.2784534  1.31291542 5.60075155 1.34105197
 0.41768379 2.01953159 5.47787578 1.57691033 5.87939378 0.85314471
 2.7338413  0.54023103 0.1507081  0.19756581 5.53007611 0.54122006
 5.65185122 1.03663554]",0.007506898487525505
73,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DxK,1.129878282546997,50,"[np.float64(1.0320114647142604), np.float64(0.48848217290298784), np.float64(1.623406079133236), np.float64(1.3243812748852029), np.float64(0.47262678543336883), np.float64(0.5788110548763153), np.float64(-0.6891840475733457), np.float64(0.27297758401958017), np.float64(0.6288769287673586), np.float64(0.9867891381841806), np.float64(0.15721035643932502), np.float64(0.44056624681124557), np.float64(-0.8248076416178411), np.float64(0.33180134552385865), np.float64(1.9153820809628244), np.float64(1.4162916294591867), np.float64(1.0599570306494777), np.float64(-1.1925552413903584), np.float64(0.2773186996325787), np.float64(-0.18800216045506513), np.float64(0.8452469474572764), np.float64(1.4179113839551238), np.float64(0.31177688343277743), np.float64(-0.25762848870746646), np.float64(-0.41103393716601055), np.float64(-0.500346417155084), np.float64(0.047817734688187036), np.float64(0.3131174507016006), np.float64(-0.17778363698376753), np.float64(-0.22568929809309782), np.float64(0.003212118197079672), np.float64(0.4620201043057952), np.float64(0.7008986118241093), np.float64(1.0804940610607079), np.float64(-0.34593901239109054), np.float64(-0.1250736213759121), np.float64(0.925577302930683), np.float64(0.2573188872371258), np.float64(0.4220832675459964), np.float64(0.5422887067974912), np.float64(0.06667680899456556), np.float64(-0.3476443029092444), np.float64(0.44305554420869514), np.float64(-0.005595208633450893), np.float64(-0.37617656912220093), np.float64(-0.589446366396088), np.float64(0.9436866481371246), np.float64(-0.743476593514413), np.float64(0.2854961943013833), np.float64(0.8025864655164134)]","[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[0.82415285 1.30293378 5.63916882 0.72649326 0.17653332 0.21987545
 0.30052531 1.74634903 4.68320342 0.40090154 0.14325292 0.4322939
 0.0268215  3.02743837 3.55278625 1.50887254 5.79129256 2.24610719
 3.74840988 2.09497377]",0.3300469773209768
74,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<Dv[,1.2223024368286133,50,"[np.float64(0.7995443620496505), np.float64(2.0921308563275205), np.float64(0.11924679794183765), np.float64(0.20332330492248857), np.float64(-0.4087283448210376), np.float64(-0.671940573835672), np.float64(2.166157534829927), np.float64(-0.7042149813725221), np.float64(0.9521623010185597), np.float64(-0.5181780230640376), np.float64(0.7024444474709848), np.float64(1.0164458409387018), np.float64(1.9960730844388166), np.float64(1.0271557033026983), np.float64(-0.13602301001965947), np.float64(-0.041611771585253476), np.float64(0.23529869471933001), np.float64(-0.3560879160024677), np.float64(1.0055903085634987), np.float64(2.911528004088721), np.float64(-0.21019834903855483), np.float64(-0.17446804673301491), np.float64(-0.19931076127474595), np.float64(-0.801435759726629), np.float64(0.18191129109578025), np.float64(-0.25489916117545747), np.float64(-0.6033917372732237), np.float64(-0.6169586772240416), np.float64(0.673341553544001), np.float64(-0.179115948266708), np.float64(0.8882650756417949), np.float64(0.091527082721212), np.float64(0.4863165007373322), np.float64(0.8905266704497138), np.float64(1.785180149420443), np.float64(-0.8235396431663865), np.float64(2.7262378568097922), np.float64(0.6282098946531963), np.float64(-0.1333850737155542), np.float64(-0.6968681975505053), np.float64(-0.8631105777613277), np.float64(0.3802641793810679), np.float64(-0.987877863797463), np.float64(0.9022483657067664), np.float64(-0.8036173432596394), np.float64(2.6492638362467873), np.float64(-0.6789007372910904), np.float64(0.5114939975788575), np.float64(0.47608177909362714), np.float64(2.3567953054900443)]","[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[0.69040758 0.67280257 4.70686281 1.08692841 1.94297152 1.18644321
 5.07128549 2.8891328  6.2499398  0.11219711 0.52297522 1.93229069
 1.54952764 2.61732512 4.40690768 3.07663351 3.96608225 2.13355334
 5.78041146 2.99339973]",0.2516811832373204
75,gaussian,COBYLA,vanilla,False,statevector,10,2,5000,1e-08,True,5,>>graph6<<DbS,0.8356332778930664,50,"[np.float64(-0.05976310133436498), np.float64(0.19123925789409535), np.float64(0.5439648122414251), np.float64(-0.10918375911092043), np.float64(0.2596941567483094), np.float64(0.16818484024028163), np.float64(0.40177448196363785), np.float64(-0.15418367973484887), np.float64(0.05323318095547647), np.float64(0.1096222307330711), np.float64(0.4232876296479974), np.float64(-0.4503975476214138), np.float64(-0.6586738237301575), np.float64(0.0008863522488958969), np.float64(-0.5290584185695492), np.float64(-0.23031462645370543), np.float64(0.1437598426455409), np.float64(0.33888735757252303), np.float64(-0.2804834609993222), np.float64(0.2640986693577367), np.float64(-0.42303632328256086), np.float64(-0.2959242830753969), np.float64(0.1178463504468131), np.float64(-0.674541959508148), np.float64(0.13229602498235776), np.float64(0.19299426700542738), np.float64(0.5748312766840413), np.float64(0.8303377202662481), np.float64(-0.37382719760048777), np.float64(0.08166901758996903), np.float64(0.5419694682526083), np.float64(0.8131073776280638), np.float64(-0.9636982909699855), np.float64(0.16710946372685687), np.float64(0.8137017004955259), np.float64(-0.008118605186128156), np.float64(0.20077013157890544), np.float64(-0.006491866531975088), np.float64(0.8626042953136799), np.float64(0.7626767406618207), np.float64(-0.12664975064481143), np.float64(0.8772625299779341), np.float64(-0.0778681638819142), np.float64(-0.29995096920570724), np.float64(-0.43302250207306503), np.float64(-0.19914307315901583), np.float64(0.5097162653877438), np.float64(0.6654318821314285), np.float64(-0.27919292286156105), np.float64(-0.07154892633331408)]","[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.49453822 0.1991947  4.92661101 2.28715902 5.16814444 1.23788068
 4.04463179 0.32209732 0.34662971 0.40594916 3.82111683 0.20701671
 3.35873845 1.19337134 4.55354541 1.98392689 0.2867237  2.65018879
 3.75566853 2.10502769]",0.0463475499747884
76,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DbS,0.22377443313598633,50,"[np.float64(0.05253061033881912), np.float64(-0.001423786836055957), np.float64(-0.12644493770391857), np.float64(-0.0922064425206681), np.float64(-0.554100828013723), np.float64(-0.3046854325869291), np.float64(0.3202386659356591), np.float64(0.3485263477579721), np.float64(0.5139161126542595), np.float64(0.8826779374861046), np.float64(0.6156198174627214), np.float64(-0.4795553369835087), np.float64(0.40345530877084423), np.float64(0.06319057293437967), np.float64(0.873361603475404), np.float64(-0.5968653793889017), np.float64(-0.02046288519403589), np.float64(-1.0425583936116807), np.float64(0.06880766310732378), np.float64(0.015291827950309464), np.float64(0.7874944910929644), np.float64(0.5308094894505294), np.float64(0.39016723648398033), np.float64(-0.06602670243430331), np.float64(-0.8430071285635938), np.float64(0.20682475442053427), np.float64(-0.1128832260540137), np.float64(-0.597581175959131), np.float64(2.17735400282993), np.float64(-0.2642813557714965), np.float64(-0.4247609369310904), np.float64(-1.0711075139496842), np.float64(-0.17219024694122104), np.float64(0.20113561042498224), np.float64(-0.2851197206300898), np.float64(0.16735423857841827), np.float64(0.8849043518756096), np.float64(-0.47432265204730795), np.float64(0.06449080755986747), np.float64(2.184142075147076), np.float64(0.020758903234847498), np.float64(-0.5504387712167947), np.float64(-0.12036352202260742), np.float64(-1.154149012766047), np.float64(1.697490171221169), np.float64(-0.048430879790856834), np.float64(0.30343356235184105), np.float64(-0.1333501184139513), np.float64(-0.17164345368376735), np.float64(-1.4504879288319734)]","[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[0.30488338 0.06336897 3.5313603  2.18571915],0.12093896117401541
77,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<DxK,0.2450723648071289,50,"[np.float64(2.8000582430740644), np.float64(-1.1779504554322373), np.float64(1.8681246238515485), np.float64(2.3617198804323145), np.float64(0.1282257359636842), np.float64(-0.02575359127256334), np.float64(0.7569193884813583), np.float64(0.5030051914939814), np.float64(0.6698910417586806), np.float64(0.25823419769519695), np.float64(0.026701741727546635), np.float64(-0.48957007270356373), np.float64(-0.11094622568878768), np.float64(-0.6934619354456675), np.float64(0.12381147465859504), np.float64(-1.1336446295426141), np.float64(0.04974336047667154), np.float64(1.3747420099064538), np.float64(0.039671072359197014), np.float64(-0.11015837373096052), np.float64(0.35015181217588875), np.float64(-0.21554458771041043), np.float64(-1.2739098569455056), np.float64(-0.2887373572937997), np.float64(0.2965846986210816), np.float64(0.3410796041728396), np.float64(0.7662533394572462), np.float64(-0.3184555525589074), np.float64(-0.6082107769157079), np.float64(0.07170068552236977), np.float64(-1.3662163611294837), np.float64(-0.07797544716898933), np.float64(-0.23053551489142143), np.float64(0.5051694136975096), np.float64(1.960987950824117), np.float64(-0.26823590078557624), np.float64(0.10182156075641342), np.float64(-1.0843138102424), np.float64(0.06822088102951408), np.float64(0.08420964222943743), np.float64(-0.12882726762838909), np.float64(0.38220037717171657), np.float64(-1.3815028815923713), np.float64(0.4880247839855369), np.float64(0.9921439299375676), np.float64(0.06235306458984198), np.float64(-0.7589191038250466), np.float64(2.2157638542776636), np.float64(0.09513984154917308), np.float64(-1.0550464476207935)]","[1, 1, 1, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,[0.52945484 2.79922495 5.80167411 2.35439426],0.3666759651577301
78,gaussian,COBYLA,vanilla,False,statevector,2,2,5000,1e-08,True,5,>>graph6<<Dv[,0.31907010078430176,50,"[np.float64(-0.06853665750256499), np.float64(0.40574652418702695), np.float64(1.6074585326779816), np.float64(0.6820759553477505), np.float64(-0.1562800454126304), np.float64(0.046316092779355986), np.float64(-0.43113966719906494), np.float64(-0.2032939846139398), np.float64(-1.7206830700885476), np.float64(2.1653614247926125), np.float64(-1.4602280591137786), np.float64(1.4338439123169835), np.float64(4.10397503495437), np.float64(-0.378644104016429), np.float64(2.5642489518162526), np.float64(1.0681839220269829), np.float64(3.090794693663268), np.float64(3.24099166084892), np.float64(0.16848519026738507), np.float64(-0.39998745040376377), np.float64(1.1007982858748948), np.float64(-1.652227804432109), np.float64(-0.8431713682101787), np.float64(0.22529324784303542), np.float64(0.046070601030384975), np.float64(1.923384157151248), np.float64(-0.09978885074833775), np.float64(-1.163616338008156), np.float64(-0.2570443993509724), np.float64(-0.5282684287785331), np.float64(4.246149900186532), np.float64(-0.4301401374829024), np.float64(0.21951754549949895), np.float64(0.03034879115459186), np.float64(-1.3393306739435167), np.float64(0.0014371850939790334), np.float64(-0.9250558263048487), np.float64(0.029486197570161063), np.float64(0.2560627160154748), np.float64(1.7065520591356895), np.float64(0.3584324782018481), np.float64(0.22731831312989384), np.float64(-0.9495689841095256), np.float64(-0.6000120489511106), np.float64(0.6047734525599475), np.float64(-0.391390554934971), np.float64(5.249590839252474), np.float64(3.479547583492667), np.float64(-0.6824561589855901), np.float64(2.081101264635185)]","[1, 1, 1, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,[0.10213328 0.31531583 5.47549288 0.38410892],0.15666908027312085
